Ref Number,NOTE FROM ANNE,NOTE FROM ADAM,Linker Number,Abstract Master Text,Occurance Number,Occurance Type,Parent Work,Parent Index Blob,Parent Date,Parent vdB Index (rondeaux),Parent RS Index,Parent L Index,Parent T Index (songs),Parent T Index (motets),Parent MW Index,Parent Lu Index,Refrain Location,Parent Generic Descriptor,Parent Work Author,Host Work,Host Work Date,Host Work Generic Descriptor,Host Work Author,Singer,Destinataire,Circonstances,Fonction,Marque de chant précédant le refrain,Marque de chant suivant le refrain,Marque de discours,Manuscript Number,Image File,Manuscript Collocation,Reading,Derived Reading Text,Derived Reading Text (Refrain 1 [sur l'incipit français]),Derived Reading Text (Refrain 1),Derived Reading Text (Refrain 2),Derived Reading Text (Refrain 3),Derived Reading Text (Refrain 4),Derived Reading Text (Refrain 5),Derived Reading Text (Refrain 6),Derived Reading Text (Refrain triplum),Derived Reading Text (Refrain motetus),Derived Reading Text (Refrain teneur),Derived Reading Text (Initial),Derived Reading Text (Final),Derived Reading Text (st. 1; refrain interne),Derived Reading Text (st. 1; refrain interne 2),Derived Reading Text (st. 1; refrain final),Derived Reading Text (st. 2; refrain interne),Derived Reading Text (st. 2; refrain interne 2),Derived Reading Text (st. 2; refrain final),Derived Reading Text (st. 3; refrain interne),Derived Reading Text (st. 3; refrain interne 2),Derived Reading Text (st. 3; refrain final),Derived Reading Text (st. 4; refrain interne),Derived Reading Text (st. 4; refrain interne 2),Derived Reading Text (st. 4; refrain final),Derived Reading Text (st. 5; refrain interne),Derived Reading Text (st. 5; refrain interne 2),Derived Reading Text (st. 5; refrain final),Derived Reading Text (st. 6; refrain interne),Derived Reading Text (st. 6; refrain interne 2),Derived Reading Text (st. 6; refrain final),Derived Reading Text (st. 7; refrain interne),Derived Reading Text (st. 7; refrain interne 2),Derived Reading Text (st. 7; refrain final),Derived Reading Text (st. 8; refrain interne),Derived Reading Text (st. 8; refrain interne 2),Derived Reading Text (st. 8; refrain final),Derived Reading Text (st. 9; refrain interne),Derived Reading Text (st. 9; refrain interne 2),Derived Reading Text (st. 9; refrain final),Derived Reading Text (st. 10; refrain final),Derived Reading Text (st. 11; refrain final),Derived Reading Text (st. 12; refrain final),Derived Reading Text (st. 13; refrain final),Derived Reading Text (st. 14; refrain final),Derived Reading Text (st. 15; refrain final),Derived Reading Text (st. 16; refrain final),Derived Reading Text (st. 17; refrain final),Derived Reading Text (st. 18; refrain final),Derived Reading Text (st. 19; refrain final),Derived Reading Text (st. 20; refrain final),Derived Reading Text (st. 21; refrain final),Derived Reading Text (st. 22; refrain final),Derived Reading Text (st. 23; refrain final),Derived Reading Text (st. 24; refrain final),Derived Reading Text (st. 25; refrain final),Derived Reading Text (Envoi 1; refrain final),Derived Reading Text (Envoi 2; refrain final),Métrique,Other Manuscript Data,,,,,,,,,,,,
413,,,,"Dame et amours, liement vous fach de mon cors present.",1,littéraire,Renart le Nouvel   v. 6794,Ca 1289   ,Ca 1289,,,,,,,,,Roman,Jaquemart Gielée,,,,,Belin le mouton,Beline la brebis,Entrée à Passe-Orgueil (fête finale),Discours amoureux,Chanter; répondre; oïr,Chant,,1,,"F-Pn fr. 1581, fol. 49 ra (L)",Dame]dame; et]et; liement]liement; vous]vous; fach]fac; mon]mon,dame et amours liement vous fac de mon cors present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A7,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter; répondre; oïr,Chant,,2,1_files/image1362.png,"F-Pn fr. 25566, fol. 166 va (V)",,dame et amours liement vous fach de mon cors present.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A7,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter; répondre; oïr,Chant,,3,1_files/image1364.png,"F-Pn fr. 1593, fol. 49 (50) vb (F; texte écrit sur grattage)",,dame et amours liement. vous fais de mon corps vn present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A8,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter; répondre; oïr,Chant,,4,1_files/image1366.png,"F-Pn fr. 372, fol. 51 va (C)",,dame et amours liement. vous fais de mon cors .i. present.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A8,,,,,,,,,,,,,
414,,,,"Dame, gardez que je ne vous ennuie.",1,littéraire,Ovide l. 2849-2850,Ca 1240   ,Ca 1240,,,,,,,,,Œuvre didactique (prose),?,,,,,Le lecteur,La dame,Illustration de la glose sur les obligations amoureuses,Discours,,,Dire,1,,"I-MOe {gamma} G. 3. 20 (Campori 42), fol. 57 r (A)",Dame]ma doulce amie; gardez]gardés; que]que; ennuie]anuye/,ma doulce amie gardés que je ne vous anuye/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B'6,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dire,2,,"F-Pa 2741, fol. 49 ra (B)",Dame]ma douce amie; gardez]gardés; je]ie; ennuie]ennuie.,ma douce amie gardés que ie ne vous ennuie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B'6,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dire,3,,"F-Pn fr. 881, fol. 87 rb (C)",Dame]dame; que]que,dame gardez que je ne vous ennui.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4B'6,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dire,4,,"B-Br 10988, fol. 76 v (D)",Dame]ma douche amie; gardez]gardez; que]que; ennuie]ennuye.,ma douche amie gardez que je ne vous ennuye.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B'6,,,,,,,,,,,,,
415,,,,"Dame, gardeis vous de mantir ver[s] vostre amin, se vos l'ameis, mues ne vos poëz maintenir.",1,lyrique (monodie),"Dame, gardés vous de mentir","RS: 1426   L: 265-412   MW: 1260, 1   ",,,1426,265-412,,,"1260, 1",,Initial / Fin de strophe,Ballette à refrain (3 st.),?,,,,,,,,,,,,1,,"GB-Ob Douce 308, fol. 220 (232) vb",vous]uous st. I; mantir]mantir st. I. ver[s] vostre]uer uostre st. I; vos l'ameis]uos l'ameis. st. I; vos]uos st. I; maintenir]maintenir. st. I,,,,,,,,,,,,Dame gardeis uous de mantir. uer uostre amin se uos l'ameis. mues ne uos poez maintenir.,,,,dame.,,,,,,dame gardeis uos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B7A8,Refrain st. II: manquant,,,,,,,,,,,,
416,,,,"Dame, grant desir ai de faire vos plaixir.",1,lyrique (monodie),Vostre douz viaire cler,"RS: 838a   L: 265-1740   MW: 217, 36   ",,,838a,265-1740,,,"217, 36",,Fin de strophe,Ballade à refrain (3 st.),?,,,,,,,,,,,,1,,"F-Pn fr. 12786, fol. 76 rb",Dame]damme st. III; vos plaixir]uoz plesir. st. III,"damme st. III, grant desir ai de faire uoz plesir. st. III.",,,,,,,,,,,,,,,dame.,,,dame.,,,damme grant desir ai de faire uoz plesir.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A5A7,,,,,,,,,,,,,
,,,,,2,lyrique (monodie),Je ne chantai onques mais,"RS: 195 II   L: 265-900   MW: 1521, 1   ",,,195 II,265-900,,,"1521, 1",,Fin de strophe,Ballette avec des refrains,?,,,,,L'auteur,La dame,,,,,,1,,"GB-Ob Douce 308, fol. 217 (229) ra",Dame]dame; vos plaixir]uos plaixir.,dame grant desir ai de faire uos plaixir.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A5A7,,,,,,,,,,,,,
417,,,,"Dame, il fust més bien seson, que vostre amor me fust donee.",1,lyrique (monodie),Par amors ferai chanson,"RS: 1860   L: 224-10   T: 805   MW: 890, 3   ",,,1860,224-10,805,,"890, 3",,Fin de strophe,Chanson à refrain (4 st. et un envoi),Richard de Semilly (F-Pa 5198 / F-Pn fr. 845 / F-Pn   nouv. acq. fr. 1050 / F-Pn fr. 847),,,,,,,,,,,,1,1_files/image1368.png,"F-Pa 5198, p. 171 b",dame qui ie aim pieça et quant m'iert uostre amor donee st. II; dame ou i'ai tout mon cuer mis: et quant m'iert uostre amor donee st. III; dame que i'aim loiaument et quant m'iert uostre amor donee st. IV; dame que i'aim de cuer urai et quant m'iert uostre amor donee envoi,,,,,,,,,,,,,,,,dame il fust més bien seson. que uostre amor me fust donee.,,,dame qui ie aim pieça et quant m’iert uostre amor donee,,,dame ou i’ai tout mon cuer mis: et quant m’iert uostre amor donee ,,,dame que i’aim loiaument et quant m’iert uostre amor donee ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dame que i’aim de cuer urai et quant m’iert uostre amor donee,,A7B'8,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_files/image1370.png,"F-Pn fr. 845, fol. 82 ra",dame que ie aim pieça et quant m'ert uostre amor donee st. II; dame que i'aim de cuer uerai et quant m'ert uostre amor doné envoi,,,,,,,,,,,,,,,,dame il fust més bien seson. que uostre amor me fust donee.,,,dame que ie aim pieça et quant m’ert uostre amor donee ,,,dame ou i’ai tout mon cuer mis et quant et cetera.,,,dame que i’ain loiaument et quant et cetera.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dame que i’aim de cuer uerai et quant m’ert uostre amor doné,,A7B'8 (st. 1-4); A7B8 (envoi),,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_files/image1372.png,"F-Pn nouv. acq. fr. 1050, fol. 122 vb",dame qui i'aim grant piecea. et quant uostre amor donee. st. II; dame ou i'ai tout mon cuer mis. et quant m'iert uostre amor donee. st. III; dame que i'aim loiaument. et quant m'iert uostre amor doner st. IV; dame que i'aim de cuer uerai. et quant m'iert uostre amor donee. envoi,,,,,,,,,,,,,,,,dame il fust més bien saison. que uostre amor me fust donee.,,,dame qui i’aim grant piecea. et quant uostre amor donee.,,,dame ou i’ai tout mon cuer mis. et quant m’iert uostre amor donee. ,,,dame que i’aim loiaument. et quant m’iert uostre amor doner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dame que i’aim de cuer uerai. et quant m’iert uostre amor donee.,,A7B'8 (st. 1-3 / envoi; A7B8 (st. 4),,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_files/image1374.png,"F-Pn fr. 847, fol. 101 rb",dame que ie aim pieça et quant uostre amor donee. st. II; dame ou i'ai tot mon cuer mis et quant m'ert uostre amor donee. st. III; dame que i'aim loiaument et quant m'ert uostre amor donee. st. IV; dame que i'aim de cuer urai et quant m'ert uostre amor donee. envoi,,,,,,,,,,,,,,,,dame il fust més bien seson que uostre amor me fust donee.,,,dame que ie aim pieça et quant uostre amor donee. ,,,dame ou i’ai tot mon cuer mis et quant m’ert uostre amor donee. ,,,dame que i’aim loiaument et quant m’ert uostre amor donee. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dame que i’aim de cuer urai et quant m’ert uostre amor donee.,,A7B'8,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1_files/image1376.png,"F-Pn fr. 24406, fol. 46 rb",,,,,,,,,,,,,,,,,dame il fust. més bien seson. que vostre amuor me fust donee,,,,,,dame il fust et cetera.,,,dame il fust et cetera.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dame et cetera.,,A7B'8,Refrain st. II: manquant,,,,,,,,,,,,
418,,,,"Dame, j'ai mis en vos amer mon cuer loial, guardez le moi.",1,lyrique (monodie),Quant j'oi chanter ces oiseillons,"RS: 1909   L: 58-3   T: 1092   MW: 1096, 1   ",,,1909,58-3,1092,,"1096, 1",,Fin de strophe,Chanson à refrain (3 st.),Ernoul Caupain,,,,,,,,,,,,1,1_files/image1378.png,"F-Pn fr. 844, fol. 172 (157) vb (mélodie ajoutée postérieurement)",,,,,,,,,,,,,,,,,dame i'ai mis en vos amer. mon cuer loial guardez le moi.,,,dame i'ai.,,,dame i'ai mis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B8,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_files/image1380.png,"F-Pn fr. 12615, fol. 78 r",,,,,,,,,,,,,,,,,dame i'ai mis ens vos amer mon cuer loial gardés le moi,,,dame i'ai mis.,,,dame i'ai mis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B8,,,,,,,,,,,,,
419,,,,"Dame, j'atendrai debonairement merci.",1,lyrique (monodie),Li rossignolés jolis,"RS: 1558 V   L: 146-5   MW: 1283, 1   ",,,1558 V,146-5,,,"1283, 1",,Fin de strophe,Chanson avec des refrains,Jean de Renty,,,,,,,,,,,,1,,"F-Pn fr. 12615, fol. 173 v",Dame]dame; j'atendrai]i'atendrai; merci]merchi.,,,dame i'atendrai debonairement merchi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10B2,,,,,,,,,,,,,
420,,,,"Dame, je muir, merci demant, allegiez les maulx que je pour vous sens.",1,littéraire,Ovide l. 2104-2105,Ca 1240   ,Ca 1240,,,,,,,,,Œuvre didactique (prose),?,,,,,les sages jouvenceaux,Leur dame,"Illustration de la glose sur la nécessité, pour les hommes, de feindre la douleur",Discours,Chanter,,,1,,"I-MOe {gamma} G. 3. 20 (Campori 42), fol. 42 r (A)",Dame je muir]je muir; merci]mercy; allegiez]alegiez; maulx]maulz; sens]sent,je muir mercy demant alegiez les maulz que pour vous sent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A6A10,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter,,,2,,"F-Pa 2741, fol. 36 vb (B)",Dame]dame; je]ie; muir]muir/; merci]mercy; allegiez]alegiés; je]ie; pour]pour; sens]sent,"dam, ie muir/ mercy demant alegiés les maulx que ie pour vous sent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8A10,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter,,,3,,"F-Pn fr. 881, fol. 78 ra (C)",Dame]dame; je]je; merci]merci; allegiez]allegiez; les]les; sens]sens.,dame je muir merci demant allegiez les maulx que je pour vous sens.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8A10,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter,,,4,,"B-Br 10988, fol. 58 v (D)",Dame]dame; muir]muyr; merci]merchi; demant]demande; allegiez]alegiés; que]que; pour]por; sens]sent.,dame je muyr merchi demande alegiés les maulx que je por vous sent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'8A10,,,,,,,,,,,,,
421,,,,"Dame, je vos aimme plus ke nuns hons, por Deu, n'amez nul autre, se moi non.",1,lyrique (monodie),"Dame, je vous aime plus que nus hons","RS: 1908   L: 265-418   MW: 450, 3   ",,,1908,265-418,,,"450, 3",,Initial / Fin de strophe,Ballette à refrain (4 st.),?,,,,,,,,,,,,1,,"GB-Ob Douce 308, fol. 221 (233) va",je vos aimme]ie uos ainme st. I; hons]hons. st. I; Deu]deu st. I; nul]nulle st. I; non]non. st. I,,,,,,,,,,,,Dame ie uos ainme plus ke nuns hons.por deu n'amez nulle autre se moi non.,,,,,,,,,,,,,Ma damme ie uoi ainme plus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10A10,Refrain st. II-III: manquant,,,,,,,,,,,,
422,,,,"Dame, je vous pri, ne me faites plus languir ainsi.",1,lyrique (polyphonie),"Bien met Amours son pooir pour a moi grever (fin) / Dame, alegiés ma grevance / Aperis","Lu: 884 / 885 / M69   L: 265-260   MW: 427, 1   ",,,,265-260,,,"427, 1",884 / 885 / M69,Final,Motet,Adam de la Halle?   (Maillard),,,,,,,,,,,,1,1_files/image1382.png,"F-MO H 196, fol. 330 ra",,dame ie vous pri ne me faites plus languir ainsi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A5A9,,,,,,,,,,,,,
423,,,,"Dame, merci! Donez moi esperance de joie avoir.",1,lyrique (monodie),Nus hon ne puet ami reconforter,"RS: 884   L: 240-39   T: 526   MW: 1206, 2   ",,,884,240-39,526,,"1206, 2",,Fin de strophe,Chanson à refrain (5 st. et un envoi),Thibaut de Champagne (F-Pn fr. 12615 / F-Pa 5198 / F-Pn fr.   845 / F-Pn nouv. acq. fr. 1050 / F-Pn fr. 1591 main postérieure);   section Thibaut de Champagne (F-Pn   fr. 844),,,,,,,,,,,,1,1_files/image1384.png,"F-Pn fr. 844, fol. 62 (V) va",,,,,,,,,,,,,,,,,dame donez moi esperance de ioie auoir.,,,dame merci.,,,dame merci.,,,dame merci.,,,dame merci.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dame merci.,,A'8B4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"F-Pn fr. 12615, fol. 6 r","Dame]dame st. I, dame envoi; Donez]donés st. I/envoi; joie]ioie st. I/envoi; avoir]auoir. envoi","dame st. I, dame envoi, merci! donés st. I/envoi moi esperance de ioie st. I/envoi auoir. envoi.",,,,,,,,,,,,,,,dame merci donés moi esperance de ioie auoir,,,dame,,,dame.,,,dame merci.,,,dame.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dame merci donés moi esperance de ioie auoir.,,A'10B4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_files/image1386.png,"F-Pa 5198, p. 14 b",,,,,,,,,,,,,,,,,dame merci donez moi esperance de ioie auoir.,,,dame merci.,,,dame merci.,,,dame.,,,dame.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dame merci.,,A'10B4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_files/image1388.png,"F-Pn fr. 845, fol. 8 va (lacunaire)",,,,,,,,,,,,,,,,,dame merci donez moi esperance de ioie auoir.,,,dame.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'10B4,St. III-envoi manquants,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1_files/image1390.png,"F-Pn nouv. acq. fr. 1050, fol. 17 ra",,,,,,,,,,,,,,,,,dame merci donés moi esperance de ioie auoir,,,dame.,,,dame.,,,dame.,,,dame.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dam:,,A'10B4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1_files/image1392.png,"F-Pn fr. 24406, fol. 7 vb",merci]merci envoi; Donez]donnez envoi,"Dame, merci envoi! donnez envoi moi esperance de joie avoir.",,,,,,,,,,,,,,,dame merci. donnez moi esperance de ioie auoir.,,,dame merci,,,dame merci donnez et cetera.,,,dame merci et cetera.,,,dame merci et cetera.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dame merci donnez moi esperance de ioie auoir.,,A'10B4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1_files/image1394.png,"F-Pn fr. 846, fol. 85 va",,,,,,,,,,,,,,,,,dame merci donnez moi esperance de ioie auoir.,,,dame.,,,dame.,,,dame.,,,dame.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dame.,,A'10B4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1_files/image1396.png,"F-Pn fr. 1591, fol. 174 r",,,,,,,,,,,,,,,,,dame merci donnés moi esperance de ioie auoir.,,,dame merci,,,dame merci,,,,,,dame merci.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'10B4,Refrain st. IV: manquant,Envoi manquant,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,"F-Pn fr. 12581, fol. 313 va",Dame]dame st. I/envoi; Donez]donez st. I/envoi; esperance]esperance envoi; joie]ioie st. I/envoi; avoir]auoir. st. I/envoi,"dame st. I/envoi, merci! donez st. I/envoi moi esperance envoi de ioie st. I/envoi auoir. st. I/envoi.",,,,,,,,,,,,,,,dame merci donez moi esperance de ioie auoir.,,,dame merci.,,,dame merci.,,,dame merci.,,,dame merci.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dame merci donez moi esperance de ioie auoir.,,A'10B4,,,,,,,,,,,,,
424,,,,"Dame, mierci, quant vous plaira, c'autrement ne le quier avoir.",1,littéraire,Prison v. 2809,1240-1280   ,1240-1280   ,,,,,,,,,Dit allégorique,Baudouin de Condé,,,,,l'auteur,La dame,L'auteur a réussi son ascension de la tour d'amour,Prière,,,,1,,"A-Wn 2621, fol. 43 va (A)",Dame]dame; quant vous plaira]quant uous plaira.; c'autrement]c'autrement; avoir]auoir.,dame mierci quant uous plaira. c'autrement ne le quier auoir.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B8,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,[I-Tn L. V. 32 (C)],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,,,,"Dame, merci, que la mort sent, se de moi pitiet ne vos prant.",1,lyrique (monodie),Amours et desirs me destraint,"RS: 150 III   L: 265-81   MW: 901, 47   ",,,150 III,265-81,,,"901, 47",,Fin de strophe,Chanson avec des refrains,?,,,,,,,,,,,,1,,"F-Pn fr. 20050, fol. 107 v",Dame]dame; que]que,dame merci que la mort sent se de moi pitiet ne vos prant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8A8,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"CH-BEb 389, fol. 15 v",Dame]dame; merci]mercit; que]ke; sent]sent.; pitiet]pitiés; vos]uos; prant]prant.,dame mercit ke la mort sent. se de moi pitiés ne uos prant.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8A8,,,,,,,,,,,,,
426,,,,"Dame, merci, vos m'ociez.",1,lyrique (monodie),Onques pour esloignement,"RS: 672 IV   L: 192-17   T: 395   MW: 1072, 5   ",,,672 IV,192-17,395,,"1072, 5",,Fin de strophe,Chanson avec des refrains,Perrin d'Angicourt (F-Pa 5198 / F-Pn fr. 845 / F-Pn   nouv. acq. fr. 1050),,,,,,,,,,,,1,,"F-Pa 5198, p. 166 a",Dame]dame; vos]uous; m'ociez]m'ociez.,dame merci uous m'ociez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"F-Pn fr. 845, fol. 54 ra",Dame]dame; merci]merci.; vos]uous; m'ociez]m'ociez.,dame merci. uous m'ociez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,"F-Pn nouv. acq. fr. 1050, fol. 111 vb",Dame]dame; merci]merci; vos]uos; m'ociez]m'ociez.,dame merci uos m'ociez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,"F-Pn fr. 24406, fol. 90 ra",Dame]dame; vos]vous,dame merci vous m'ociez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,"F-Pn fr. 846, fol. 91 ra",Dame]dame; merci]merci; vos]uos; m'ociez]m'ociez.,dame merci uos m'ociez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8,,,,,,,,,,,,,
,,,,,2,lyrique (monodie),Quant je voi l'erbe amatir,"RS: 1390 II   L: 192-19   T: 783   MW: 891, 9   ",,,1390 II,192-19,783,,"891, 9",,Fin de strophe,Chanson avec des refrains,Perrin d'Angicourt (F-Pa 5198 / F-Pn fr. 845 / F-Pn   nouv. acq. fr. 1050 / F-Pn fr. 846 main   postérieure),,,,,L'auteur,La dame,,,Chanter; motet,,,1,,"F-Pa 5198, p. 162 b",Dame]dame; vos]uos; m'ociez]m'ociez.,dame merci uos m'ociez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter; motet,,,2,,"F-Pn fr. 845, fol. 52 ra",Dame]dame; vos]uous; m'ociez]m'ociez.,dame merci uous m'ociez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter; motet,,,3,,"F-Pn nouv. acq. fr. 1050, fol. 109 va",Dame]dame; vos]uos; m'ociez]m'ociez.,dame merci uos m'ociez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter; motet,,,4,,"F-Pn fr. 24406, fol. 88 va",Dame]dame; vos]vous; m'ociez]m'ociez.,dame merci vous m'ociez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter; motet,,,5,,"F-Pn fr. 846, fol. 118 vb",Dame]dame; merci]merci; vos]uos; m'ociez]m'ociez.,dame merci uos m'ociez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8,,,,,,,,,,,,,
427,,,,"Dame, mes cuers tous est vostre, ou ke je soie.",1,lyrique (monodie),"On dit que je sui trop jone, ce poise mi","RS: 1069 II (int.)   L: 265-1234   MW: 1075, 1   ",,,1069 II (int.),265-1234,,,"1075, 1",,Fin de strophe,Ballette avec des refrains,?,,,,,L'auteur,La dame,,,,,,1,,"GB-Ob Douce 308, fol. 227 (238) ra",Dame]dame; vostre]uostre; je soie]ie soie,dame mes cuers tous est uostre ou ke ie soie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'7B'4,,,,,,,,,,,,,
